id,age,workclass,education,education_num,marital-status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,50K
3841,1,4,8,2,2,1,0,4,1,0,0,3,39,0
3842,3,4,11,2,5,7,4,4,0,0,0,3,39,0
3843,4,1,15,2,0,1,4,2,0,0,0,3,39,0
3844,0,0,15,2,4,0,3,0,1,0,0,7,39,0
3845,2,5,9,3,4,4,3,4,1,0,0,3,39,0
3846,3,7,9,3,2,1,0,4,1,0,0,3,39,1
3847,1,4,15,2,0,1,1,4,0,0,0,3,39,0
3848,3,4,11,2,2,12,5,4,0,0,0,3,39,1
3849,1,4,15,2,5,13,4,4,1,0,0,3,39,1
3850,2,4,15,2,4,4,1,4,0,0,0,4,39,0
3851,3,4,8,2,2,12,0,4,1,0,1,4,39,1
3852,1,0,15,2,4,0,3,4,1,0,0,3,39,0
3853,0,4,15,2,4,8,3,4,0,0,0,1,39,0
3854,0,4,2,1,4,8,1,4,1,0,0,3,39,0
3855,4,4,11,2,2,6,0,4,1,0,0,3,39,0
3856,1,4,11,2,4,13,1,4,0,0,0,3,39,0
3857,1,4,15,2,4,1,1,1,1,0,0,3,0,0
3858,4,4,15,2,0,12,1,4,0,0,0,5,39,0
3859,2,4,9,3,4,10,4,2,0,0,0,3,0,0
3860,3,4,11,2,0,4,4,4,0,0,0,3,39,0
3861,3,4,9,3,2,12,0,4,1,0,1,3,39,1
3862,4,2,11,2,0,14,4,2,1,0,0,3,39,0
3863,3,4,8,2,2,13,0,4,1,0,1,4,39,1
3864,5,0,8,2,2,0,0,4,1,1,0,3,39,0
3865,3,7,11,2,2,3,0,2,1,0,0,3,39,1
3866,3,4,11,2,2,12,5,4,0,0,0,3,39,1
3867,4,4,15,2,2,14,0,4,1,1,0,5,39,1
3868,5,4,11,2,2,6,0,4,1,0,0,4,39,1
3869,1,6,7,2,4,3,1,4,1,0,0,2,39,0
3870,3,4,12,3,4,12,1,4,0,0,0,3,39,0
3871,1,4,0,1,2,6,0,4,1,0,0,3,39,0
3872,1,2,11,2,2,11,0,2,1,0,0,3,39,0
3873,2,4,11,2,2,7,0,4,1,1,0,4,39,0
3874,2,4,11,2,4,12,1,4,0,0,0,3,39,0
3875,1,4,15,2,4,4,3,4,1,0,0,3,39,0
3876,1,4,5,0,5,6,1,4,1,0,0,3,39,0
3877,5,4,5,0,2,14,0,4,1,0,0,3,39,0
3878,2,4,11,2,0,4,4,4,1,0,0,3,39,0
3879,4,5,8,2,2,4,0,4,1,0,0,3,39,0
3880,3,4,4,0,2,7,5,1,0,0,0,3,40,1
3881,4,1,15,2,2,11,0,4,1,0,0,4,39,1
3882,5,4,11,2,6,10,1,4,0,0,0,2,39,0
3883,4,4,15,2,2,4,0,4,1,0,0,3,39,1
3884,5,6,0,1,2,7,0,4,1,0,0,3,39,0
3885,4,2,12,3,2,10,0,4,1,0,0,5,39,1
3886,1,4,11,2,0,12,3,4,0,0,0,3,39,0
3887,2,4,7,2,2,13,0,4,1,0,0,3,39,1
3888,2,0,9,3,2,0,5,4,0,0,0,2,39,1
3889,3,6,11,2,5,3,4,4,1,0,0,3,39,0
3890,4,4,8,2,2,3,0,2,1,0,0,3,39,1
3891,1,1,15,2,0,1,3,4,1,0,0,2,39,0
3892,3,4,11,2,4,7,3,4,1,0,0,3,39,0
3893,2,4,11,2,2,12,0,4,1,1,0,4,39,1
3894,3,1,11,2,0,10,1,4,0,0,1,3,39,0
3895,4,1,11,2,2,1,0,4,1,0,0,3,39,1
3896,5,0,15,2,2,0,5,4,0,0,0,4,39,1
3897,4,7,15,2,0,10,4,4,0,0,0,3,39,0
3898,0,0,15,2,4,0,3,2,1,0,0,2,39,0
3899,1,2,11,2,4,8,3,4,1,0,0,1,38,0
3900,0,4,11,2,4,3,2,2,1,0,0,3,39,0
3901,4,4,9,3,2,4,0,4,1,0,1,5,39,1
3902,0,0,15,2,4,0,3,4,1,0,0,3,39,0
3903,1,0,15,2,4,0,3,4,1,0,0,3,39,0
3904,1,4,11,2,4,8,1,4,1,0,0,3,8,0
3905,5,4,1,1,2,1,0,4,1,0,0,1,39,0
3906,4,4,5,0,2,6,0,4,1,0,1,3,39,0
3907,4,2,9,3,2,10,0,2,1,0,0,3,39,0
3908,1,4,11,2,4,1,1,4,1,0,0,3,39,0
3909,1,4,9,3,2,8,0,2,1,0,0,3,39,0
3910,2,5,11,2,2,4,0,1,1,0,0,8,36,1
3911,3,4,11,2,0,12,4,4,0,0,0,2,39,0
3912,5,4,11,2,2,3,0,4,1,0,0,3,39,1
3913,3,4,9,3,2,10,0,4,1,1,0,4,39,0
3914,3,4,15,2,2,4,0,4,1,0,0,3,39,0
3915,2,4,5,0,2,3,0,4,1,0,0,3,39,0
3916,4,4,11,2,2,3,0,4,1,0,0,3,39,1
3917,1,0,9,3,4,0,1,4,1,0,0,3,39,0
3918,0,4,15,2,4,8,3,4,1,0,0,1,39,0
3919,3,4,11,2,2,10,0,4,1,0,0,4,39,0
3920,1,4,9,3,4,14,3,4,1,0,0,5,39,0
3921,6,4,15,2,2,11,0,2,1,0,0,3,39,0
3922,1,4,1,1,0,3,1,4,1,0,0,3,39,0
3923,1,4,11,2,4,1,3,4,0,0,0,3,39,0
3924,4,4,11,2,2,8,0,2,1,0,0,4,9,0
3925,3,4,7,2,2,1,0,4,1,0,0,5,4,0
3926,3,5,15,2,2,12,0,4,1,0,0,2,39,0
3927,4,4,15,2,0,10,1,4,1,0,0,3,39,1
3928,4,4,12,3,2,4,0,4,1,0,0,4,39,1
3929,2,4,11,2,2,6,0,4,1,0,0,4,39,0
3930,3,4,11,2,2,3,0,4,1,0,0,3,39,1
3931,0,4,11,2,4,12,3,4,0,0,0,1,39,0
3932,6,4,4,0,6,8,4,2,1,0,0,0,39,0
3933,2,2,11,2,2,3,0,4,1,0,0,3,39,1
3934,1,4,11,2,2,3,0,4,1,0,0,3,39,0
3935,4,4,12,3,0,10,1,4,0,0,0,3,39,0
3936,0,4,1,1,4,12,3,4,0,0,0,3,39,0
3937,3,7,8,2,0,1,4,4,0,0,0,3,39,0
3938,2,4,7,2,5,10,1,4,0,0,0,2,39,0
3939,2,4,15,2,0,3,4,4,1,0,0,3,39,0
3940,2,4,11,2,2,7,0,4,1,0,0,5,39,0
3941,5,2,9,3,4,10,1,2,0,0,0,2,39,0
3942,1,4,3,0,2,7,0,4,1,0,0,4,26,0
3943,1,0,9,3,4,0,3,4,1,0,0,4,39,0
3944,3,4,11,2,4,1,4,4,0,0,0,3,39,0
3945,3,4,15,2,2,7,0,4,1,0,0,3,26,0
3946,2,4,9,3,2,4,0,4,1,0,0,4,39,1
3947,2,4,11,2,4,13,1,4,1,0,0,6,9,0
3948,3,0,11,2,0,0,1,2,0,0,0,3,39,0
3949,2,4,11,2,2,4,0,4,1,0,0,3,39,0
3950,3,0,11,2,5,0,4,4,0,0,0,0,39,0
3951,1,0,11,2,0,0,4,4,0,0,0,3,39,0
3952,1,1,9,3,4,10,1,4,1,0,1,4,39,0
3953,1,4,15,2,2,13,0,4,1,0,0,4,39,1
3954,3,4,15,2,2,14,0,2,1,0,0,3,39,0
3955,2,4,11,2,2,12,0,4,1,0,0,2,39,0
3956,1,4,11,2,4,7,2,4,0,0,0,3,33,0
3957,3,4,12,3,0,10,1,4,0,0,1,3,39,0
3958,4,6,8,2,0,10,1,5,0,0,0,3,39,0
3959,3,4,15,2,2,3,0,2,1,0,0,3,39,1
3960,2,4,15,2,2,3,0,4,1,0,0,5,39,1
3961,3,4,15,2,0,10,4,4,1,0,0,4,39,0
3962,5,6,11,2,2,3,0,4,1,1,0,3,39,0
3963,1,4,8,2,2,3,0,4,1,0,0,3,9,0
3964,6,0,11,2,6,0,1,4,0,0,0,1,39,0
3965,2,4,9,3,2,10,0,4,1,0,0,5,39,1
3966,3,4,11,2,2,14,5,4,0,0,0,1,39,0
3967,3,4,12,3,2,10,5,4,0,0,1,3,39,1
3968,1,4,1,1,2,3,0,4,1,0,0,3,39,0
3969,3,4,1,1,2,14,0,4,1,0,1,3,39,0
3970,4,0,7,2,0,0,1,4,1,0,0,0,39,0
3971,3,7,9,3,4,1,1,4,1,0,0,3,39,0
3972,2,4,6,1,0,6,1,4,1,1,0,5,39,0
3973,2,4,11,2,4,6,3,4,1,0,0,3,21,0
3974,1,4,11,2,4,1,3,2,0,0,0,3,23,0
3975,3,4,15,2,5,1,1,4,0,0,0,3,39,0
3976,1,4,9,3,4,4,1,4,0,0,0,4,39,0
3977,5,6,11,2,2,5,0,4,1,0,0,5,39,0
3978,1,4,9,3,4,1,3,4,1,0,0,3,39,0
3979,3,6,9,3,2,12,0,4,1,0,0,5,39,0
3980,3,4,12,3,0,12,1,4,1,0,0,3,39,0
3981,4,0,7,2,2,0,0,2,1,0,0,1,39,1
3982,1,4,11,2,4,7,1,4,1,1,0,3,7,0
3983,3,4,9,3,0,10,4,4,0,0,0,3,21,0
3984,5,7,0,1,2,4,0,4,1,0,0,3,39,1
3985,3,4,6,1,0,8,1,2,1,0,0,3,39,0
3986,0,4,11,2,4,8,3,2,1,0,0,5,39,0
3987,1,4,11,2,5,1,1,4,0,0,0,3,39,0
3988,2,4,9,3,2,8,0,1,1,0,0,2,3,0
3989,4,4,11,2,2,7,0,4,1,0,0,3,39,1
3990,1,4,15,2,4,11,3,4,1,0,0,2,39,0
3991,6,0,11,2,6,0,1,4,0,0,0,1,39,0
3992,0,7,15,2,4,1,3,4,1,0,0,1,39,0
3993,4,4,11,2,0,3,2,4,1,0,0,5,39,1
3994,3,4,9,3,3,13,3,1,0,0,0,3,39,0
3995,2,4,11,2,5,4,1,4,0,0,0,3,39,0
3996,1,4,15,2,4,1,4,4,0,0,0,4,39,0
3997,4,7,11,2,4,8,1,2,0,0,0,3,39,0
3998,2,4,11,2,2,3,0,4,1,0,1,3,39,0
3999,2,4,0,1,2,14,0,4,1,0,0,3,39,0
4000,1,4,5,0,2,3,0,4,1,0,0,2,39,0
4001,5,4,9,3,2,12,0,4,1,0,0,3,39,0
4002,0,4,11,2,4,7,3,4,1,0,0,4,39,0
4003,1,4,9,3,4,12,3,4,0,0,0,3,39,0
4004,1,0,15,2,4,0,1,4,1,0,0,3,39,0
4005,3,4,14,3,4,10,1,4,0,0,0,3,39,1
4006,2,4,15,2,2,3,0,4,1,0,0,3,39,1
4007,2,4,9,3,4,12,1,1,1,0,0,4,0,1
4008,5,4,11,2,0,9,1,4,0,0,0,4,39,0
4009,2,4,11,2,2,6,0,4,1,0,0,3,39,1
4010,4,2,7,2,0,10,1,4,0,0,0,4,39,0
4011,1,4,15,2,4,1,3,4,0,0,0,3,39,0
4012,2,4,15,2,4,12,1,4,0,0,0,4,39,0
4013,2,4,5,0,2,6,0,4,1,0,0,3,26,0
4014,0,4,15,2,4,1,3,4,0,0,0,1,39,0
4015,2,2,11,2,4,11,3,4,1,0,0,3,39,0
4016,1,4,15,2,2,4,0,4,1,0,0,4,39,0
4017,1,4,11,2,0,7,3,4,1,0,0,3,39,0
4018,2,0,15,2,2,0,0,4,1,0,0,1,39,0
4019,6,0,10,3,2,0,0,4,1,0,1,0,39,1
4020,1,5,7,2,4,12,1,4,1,0,0,5,39,0
4021,2,4,11,2,0,1,4,4,0,0,0,3,39,0
4022,0,0,15,2,4,0,3,4,0,0,0,4,39,0
4023,2,4,8,2,0,12,3,4,0,0,0,3,39,0
4024,3,4,11,2,4,1,2,4,0,0,0,3,39,0
4025,2,4,0,1,2,13,0,4,1,0,0,3,39,1
4026,3,4,11,2,2,3,0,4,1,0,0,3,39,0
4027,0,4,15,2,4,4,1,2,1,0,0,4,39,0
4028,4,6,15,2,2,5,0,4,1,0,0,4,39,0
4029,1,4,11,2,0,8,1,4,0,0,0,1,39,0
4030,3,5,11,2,2,4,0,4,1,1,0,5,12,0
4031,1,2,11,2,4,11,1,4,1,0,0,3,39,0
4032,2,4,11,2,2,10,0,4,1,0,1,3,39,1
4033,2,4,8,2,2,3,0,4,1,0,0,3,39,1
4034,1,4,7,2,4,8,1,2,1,0,0,3,23,0
4035,1,4,15,2,4,3,1,4,1,0,0,6,39,0
4036,2,6,14,3,5,10,4,4,1,0,0,4,39,1
4037,1,4,9,3,4,4,3,4,0,0,0,1,39,0
4038,1,4,0,1,0,8,1,4,0,0,0,3,39,0
4039,2,4,11,2,5,14,3,4,1,0,0,4,39,0
4040,2,4,11,2,0,3,1,4,1,0,0,3,39,0
4041,2,7,9,3,4,4,1,4,0,0,0,3,39,0
4042,3,1,11,2,0,1,4,2,0,0,0,3,39,0
4043,2,4,9,3,2,6,5,4,0,0,0,3,31,1
4044,4,2,11,2,0,8,1,4,0,0,0,3,39,0
4045,0,4,15,2,4,12,3,4,0,0,0,3,39,0
4046,1,4,8,2,2,7,0,4,1,0,0,4,39,0
4047,1,4,11,2,4,7,2,2,1,0,0,3,39,0
4048,3,4,11,2,6,8,4,4,0,0,0,3,39,0
4049,4,6,15,2,2,3,0,4,1,0,0,1,39,0
4050,1,4,8,2,0,3,1,0,1,0,0,3,39,0
4051,3,4,9,3,2,12,0,4,1,0,0,5,39,0
4052,1,6,9,3,4,10,1,2,1,0,0,3,39,0
4053,2,4,11,2,0,14,1,4,1,0,0,4,39,0
4054,1,4,9,3,2,3,0,4,1,0,0,4,39,1
4055,2,4,9,3,2,4,0,4,1,0,0,4,39,0
4056,3,5,14,3,2,10,0,1,1,1,0,4,30,1
4057,1,4,15,2,2,6,0,4,1,0,0,3,39,1
4058,2,4,8,2,4,1,4,2,0,0,0,3,39,0
4059,3,4,7,2,2,3,0,4,1,0,0,3,39,1
4060,2,4,15,2,4,1,3,1,0,0,0,3,39,0
4061,2,4,9,3,2,12,0,4,1,0,0,5,39,1
4062,1,4,1,1,0,12,3,4,1,0,0,3,39,0
4063,0,4,11,2,4,12,3,4,0,0,0,3,39,0
4064,4,4,11,2,0,1,1,4,0,0,0,3,39,0
4065,4,5,11,2,0,12,1,4,1,0,0,4,39,0
4066,5,4,11,2,2,12,0,4,1,0,0,3,39,0
4067,2,6,11,2,2,8,5,1,0,0,0,1,35,0
4068,2,4,1,1,0,6,1,4,0,0,0,5,39,0
4069,1,4,7,2,4,4,3,4,1,0,0,3,39,0
4070,1,4,11,2,4,8,4,4,0,0,0,2,39,0
4071,6,4,1,1,4,6,3,4,1,0,0,3,39,0
4072,3,2,15,2,0,1,4,4,0,0,0,3,39,0
4073,2,0,11,2,4,0,4,2,0,0,0,3,39,0
4074,2,4,9,3,0,10,4,4,0,1,0,3,11,0
4075,2,4,11,2,4,1,1,4,0,0,0,3,39,0
4076,2,4,9,3,2,4,0,4,1,0,1,4,39,1
4077,2,6,11,2,4,3,3,2,0,0,0,1,39,0
4078,4,4,11,2,2,12,0,4,1,0,0,5,39,0
4079,0,4,15,2,4,13,3,4,1,0,1,1,39,0
4080,2,4,11,2,2,12,0,4,1,1,0,3,39,0
4081,0,0,15,2,4,0,3,4,1,0,0,3,39,0
4082,1,4,11,2,4,6,3,4,0,0,0,3,39,0
4083,4,4,5,0,2,3,0,4,1,0,0,3,39,0
4084,4,6,11,2,0,8,3,4,0,0,0,2,39,0
4085,1,4,15,2,0,3,4,4,0,0,0,3,39,0
4086,2,4,11,2,0,8,2,4,0,0,0,4,29,0
4087,3,0,0,1,2,0,0,4,1,0,0,9,39,0
4088,2,4,9,3,2,4,0,4,1,0,0,4,39,1
4089,2,4,9,3,2,10,0,4,1,0,0,5,39,1
4090,1,4,15,2,4,1,3,4,1,0,0,3,39,0
4091,0,0,1,1,4,0,3,4,0,0,0,2,39,0
4092,2,4,11,2,0,3,1,4,1,0,1,8,39,0
4093,1,2,12,3,4,10,3,4,1,0,0,5,39,0
4094,2,2,12,3,2,10,0,4,1,0,0,3,39,0
4095,1,4,0,1,2,7,0,4,1,0,0,3,39,0
4096,2,4,11,2,2,4,0,4,1,0,0,5,39,0
4097,4,4,11,2,2,6,0,4,1,0,0,3,39,1
4098,2,2,12,3,2,10,0,4,1,0,1,4,39,1
4099,0,4,1,1,4,6,3,4,1,0,0,3,39,0
4100,3,4,11,2,2,14,0,4,1,0,0,4,39,0
4101,2,4,9,3,4,3,4,4,1,0,0,3,39,0
4102,4,4,11,2,2,8,0,4,1,0,0,7,39,0
4103,4,2,6,1,2,14,0,2,1,0,0,3,39,0
4104,1,4,15,2,4,6,1,4,1,0,0,1,39,0
4105,1,5,15,2,2,12,0,4,1,0,0,4,39,0
4106,3,4,15,2,0,6,1,4,1,0,0,4,39,0
4107,2,4,9,3,4,12,1,4,0,0,0,4,39,0
4108,4,4,13,0,2,8,1,4,1,0,0,3,8,0
4109,1,4,9,3,4,12,1,1,1,0,0,4,36,0
4110,6,0,9,3,6,0,2,4,0,1,0,0,39,0
4111,1,4,11,2,4,1,1,4,0,0,0,4,39,0
4112,3,4,15,2,0,14,1,4,1,0,0,4,39,0
4113,2,7,15,2,0,11,4,0,0,0,0,3,39,1
4114,1,4,8,2,4,8,1,4,0,0,0,2,39,0
4115,2,2,9,3,4,1,1,4,0,1,0,3,39,0
4116,2,4,15,2,2,10,0,4,1,1,0,3,39,1
4117,5,4,8,2,2,14,0,4,1,0,0,1,39,0
4118,3,4,11,2,4,13,3,4,1,0,0,1,39,0
4119,1,4,9,3,4,12,1,4,1,1,0,4,39,0
4120,1,4,11,2,2,14,0,4,1,0,0,3,39,0
4121,4,4,15,2,0,1,1,4,0,0,0,3,39,0
4122,3,4,11,2,2,1,0,4,1,0,0,3,39,1
4123,3,4,15,2,2,7,0,4,1,0,0,3,39,0
4124,1,4,6,1,0,8,3,4,0,0,0,3,39,0
4125,1,4,9,3,4,12,1,4,1,0,0,3,39,0
4126,5,2,11,2,2,14,0,4,1,0,0,1,39,0
4127,4,6,11,2,2,4,0,2,1,0,0,4,39,0
4128,2,6,14,3,2,10,0,4,1,1,0,5,39,1
4129,1,4,9,3,4,10,3,4,0,0,0,3,39,0
4130,0,4,15,2,4,8,1,4,0,0,0,1,39,0
4131,1,4,4,0,4,3,4,4,1,0,0,3,8,0
4132,3,4,15,2,2,4,0,4,1,0,1,4,39,1
4133,2,5,15,2,2,5,0,4,1,0,0,4,39,0
4134,4,4,11,2,2,3,0,4,1,0,0,4,39,1
4135,2,4,11,2,0,1,4,4,0,0,0,4,39,0
4136,1,4,11,2,4,1,4,2,0,0,0,3,39,0
4137,3,4,9,3,2,4,0,4,1,0,0,4,39,0
4138,3,4,15,2,2,3,0,4,1,0,1,3,39,1
4139,0,6,15,2,4,1,3,4,0,0,0,1,11,0
4140,1,4,11,2,4,8,3,4,1,0,0,3,39,0
4141,3,7,11,2,2,11,0,4,1,0,0,3,39,0
4142,1,4,2,1,0,7,1,4,1,0,0,3,39,0
4143,1,7,15,2,4,1,1,4,0,0,0,3,39,0
4144,2,4,11,2,2,4,0,4,1,0,0,3,39,1
4145,4,4,11,2,0,3,4,4,0,0,0,3,39,0
4146,2,4,9,3,2,10,5,4,0,0,0,4,20,1
4147,2,4,11,2,2,3,0,4,1,0,0,4,39,0
4148,5,0,15,2,2,0,0,4,1,0,0,3,39,0
4149,5,6,8,2,2,5,0,4,1,0,0,3,39,0
4150,1,4,15,2,4,8,3,4,1,0,0,3,39,0
4151,2,7,11,2,0,1,1,4,1,0,0,3,39,0
4152,3,7,15,2,0,10,4,4,0,1,0,4,39,0
4153,0,0,15,2,4,0,3,4,1,0,0,1,39,0
4154,3,5,9,3,4,12,1,4,1,1,0,5,39,0
4155,2,4,10,3,2,10,0,4,1,0,0,5,39,1
4156,5,0,5,0,4,0,2,2,1,0,0,2,39,0
4157,0,4,15,2,4,1,3,4,0,0,0,2,0,0
4158,1,4,11,2,0,6,1,4,1,0,0,3,39,0
4159,3,4,11,2,0,9,4,4,0,0,0,2,7,0
4160,1,4,15,2,2,12,0,2,1,0,0,4,39,0
4161,2,4,11,2,2,3,3,4,1,1,0,3,39,0
4162,2,6,6,1,2,3,0,4,1,0,0,5,39,0
4163,3,4,11,2,2,3,0,4,1,0,0,3,39,0
4164,1,7,15,2,3,13,4,4,1,0,0,1,39,0
4165,4,4,8,2,2,8,5,4,0,0,0,1,39,1
4166,1,4,7,2,2,4,5,4,0,0,0,4,39,0
4167,0,4,1,1,4,8,3,4,0,0,0,1,39,0
4168,2,2,15,2,2,4,0,4,1,0,0,3,39,0
4169,1,4,15,2,4,8,1,1,0,0,0,3,40,0
4170,1,0,8,2,2,0,5,0,0,0,0,3,39,1
4171,4,6,0,1,2,12,0,4,1,0,0,6,39,0
4172,3,2,11,2,0,8,4,4,0,0,0,4,6,0
4173,3,4,12,3,2,13,0,4,1,0,1,3,0,1
4174,1,4,9,3,4,5,3,4,0,0,0,3,39,0
4175,0,0,1,1,4,0,3,4,0,0,0,1,39,0
4176,3,5,11,2,5,8,1,4,1,0,0,4,39,0
4177,4,2,11,2,2,3,0,4,1,0,0,3,39,1
4178,3,4,9,3,2,4,0,4,1,0,1,5,39,1
4179,3,4,11,2,2,1,0,4,1,0,0,3,39,0
4180,2,2,9,3,4,10,1,4,0,0,0,3,39,0
4181,1,4,11,2,4,14,3,2,1,0,0,3,14,0
4182,5,4,15,2,6,8,1,4,0,0,0,3,39,0
4183,5,4,11,2,2,12,0,4,1,0,0,3,2,1
4184,1,4,11,2,4,3,1,4,1,0,0,3,39,0
4185,1,4,9,3,4,10,3,4,1,0,0,3,39,0
4186,5,4,8,2,2,1,0,4,1,0,0,2,39,0
4187,1,4,1,1,2,3,0,4,1,0,0,4,39,0
4188,1,4,15,2,0,7,4,4,0,0,0,1,39,0
4189,2,4,11,2,2,14,0,4,1,1,0,3,39,0
4190,5,6,5,0,2,4,0,4,1,0,0,3,39,0
4191,1,4,2,1,4,3,1,2,1,0,0,3,39,0
4192,1,4,15,2,4,7,1,2,0,0,0,3,39,0
4193,2,4,11,2,2,7,0,4,1,0,0,3,39,0
4194,1,4,15,2,4,12,3,4,1,0,0,3,39,0
4195,0,4,2,1,4,3,3,4,1,0,0,0,39,0
4196,1,4,11,2,4,3,1,4,1,0,0,3,39,0
4197,6,5,6,1,2,10,0,4,1,0,0,3,39,0
4198,4,1,15,2,2,11,0,1,1,0,0,6,0,0
4199,1,4,11,2,2,7,5,4,0,0,0,5,39,0
4200,0,4,2,1,4,8,1,4,0,0,0,2,39,0
4201,0,0,1,1,4,0,3,4,1,0,0,3,39,0
4202,2,4,8,2,2,7,0,4,1,0,1,4,39,0
4203,4,4,11,2,0,4,1,4,0,0,0,3,39,0
4204,4,4,9,3,5,4,1,4,1,1,0,4,39,1
4205,2,6,15,2,4,5,1,4,1,0,0,7,39,0
4206,1,4,11,2,4,8,3,4,0,0,0,0,39,0
4207,3,4,11,2,6,7,1,4,0,0,0,0,39,0
4208,5,4,9,3,0,12,1,4,0,0,0,0,39,0
4209,3,2,12,3,4,10,1,4,0,0,0,4,39,1
4210,1,4,15,2,4,13,3,4,0,0,0,3,39,0
4211,2,4,7,2,2,10,0,4,1,0,0,4,39,1
4212,1,4,11,2,2,5,0,4,1,0,0,3,39,0
4213,4,0,5,0,4,0,1,4,0,0,0,2,39,0
4214,1,4,11,2,4,7,3,4,1,0,0,4,39,0
4215,3,6,11,2,0,3,1,4,1,0,0,3,39,0
4216,4,0,12,3,4,0,1,4,0,1,0,3,39,1
4217,2,4,15,2,4,12,2,2,1,0,0,2,39,0
4218,0,0,15,2,4,0,3,4,0,0,0,3,39,0
4219,1,4,0,1,4,12,1,4,1,0,0,4,8,0
4220,1,4,9,3,4,10,1,4,0,0,0,1,39,0
4221,1,4,11,2,4,1,1,4,0,0,0,4,39,0
4222,2,4,15,2,0,12,4,4,0,0,0,3,39,0
4223,3,4,15,2,0,3,1,4,1,0,0,3,39,1
4224,2,4,1,1,4,3,3,4,1,0,0,3,39,0
4225,0,4,15,2,4,8,3,4,0,0,0,2,39,0
4226,1,5,11,2,5,1,1,4,1,0,0,3,39,0
4227,2,4,11,2,0,8,4,4,0,0,0,3,39,0
4228,4,2,11,2,4,8,1,2,1,0,0,3,39,0
4229,2,4,8,2,0,1,4,2,0,0,0,3,39,0
4230,3,2,15,2,2,14,5,4,0,0,0,2,39,0
4231,1,4,15,2,2,3,0,4,1,1,0,3,39,0
4232,2,6,8,2,0,4,4,4,1,0,0,3,39,0
4233,4,4,6,1,2,4,0,4,1,0,0,4,39,1
4234,1,4,9,3,4,10,1,4,0,0,0,5,28,0
4235,2,4,15,2,6,4,4,4,0,0,0,2,39,0
4236,1,7,9,3,4,10,1,4,1,0,0,3,39,0
4237,6,6,10,3,2,10,0,4,1,1,0,0,39,0
4238,1,4,12,3,4,14,3,2,1,0,0,3,39,0
4239,5,4,11,2,2,4,0,4,1,0,0,4,39,1
4240,1,4,15,2,5,12,4,4,0,0,0,4,39,0
4241,1,0,2,1,4,0,1,4,1,0,0,2,39,0
4242,2,4,7,2,4,10,1,4,1,0,0,3,39,0
4243,3,4,15,2,0,3,3,4,1,0,0,3,39,0
4244,1,4,1,1,4,3,1,4,1,0,0,3,39,0
4245,3,6,7,2,2,12,0,4,1,0,0,3,0,0
4246,1,1,11,2,4,3,1,2,1,0,1,3,39,0
4247,2,2,9,3,2,10,5,4,0,0,0,4,39,1
4248,0,4,11,2,4,6,3,4,1,0,0,3,39,0
4249,4,4,1,1,4,8,1,2,0,0,0,3,39,0
4250,5,4,9,3,2,12,0,4,1,0,0,2,39,0
4251,1,1,11,2,4,7,3,4,1,0,0,4,39,0
4252,3,4,11,2,0,13,1,4,0,0,0,3,39,0
4253,2,4,15,2,3,3,1,4,1,0,0,3,39,0
4254,3,4,11,2,0,1,4,2,0,0,0,3,39,0
4255,3,4,9,3,4,6,1,4,1,0,0,3,39,0
4256,3,4,11,2,2,13,0,4,1,0,0,4,39,1
4257,0,4,11,2,2,1,2,4,0,0,0,3,39,0
4258,3,4,11,2,2,3,0,4,1,0,0,7,39,1
4259,1,6,7,2,2,14,0,4,1,1,0,6,39,1
4260,2,4,15,2,4,8,1,4,1,0,0,4,39,0
4261,3,4,15,2,0,12,1,4,1,0,0,4,39,0
4262,1,4,11,2,4,8,1,4,1,0,0,2,39,0
4263,0,4,15,2,4,1,3,1,0,0,0,3,40,0
4264,2,4,11,2,2,5,5,4,0,0,0,3,39,0
4265,3,4,9,3,2,4,0,4,1,0,0,3,39,1
4266,2,4,11,2,2,4,0,4,1,1,0,5,39,1
4267,2,4,9,3,2,10,0,4,1,1,0,4,39,1
4268,3,4,9,3,2,3,0,4,1,0,1,3,39,1
4269,2,4,11,2,4,14,1,4,1,0,0,4,39,0
4270,1,4,15,2,4,8,2,4,1,0,0,2,39,0
4271,4,1,11,2,0,1,1,4,0,0,0,3,39,0
4272,3,4,11,2,2,4,0,4,1,0,0,4,39,1
4273,1,0,15,2,4,0,3,4,1,0,0,3,39,0
4274,6,4,11,2,6,8,4,4,0,0,0,1,39,0
4275,1,2,9,3,5,10,1,4,0,0,0,3,39,0
4276,3,4,15,2,2,6,0,4,1,0,0,3,39,0
4277,1,4,9,3,4,12,1,4,0,0,0,4,39,0
4278,1,4,15,2,4,12,3,4,1,0,0,1,39,0
4279,4,4,9,3,5,1,4,4,1,0,0,5,39,0
4280,3,4,11,2,0,10,4,4,0,0,0,3,39,0
4281,1,4,8,2,2,6,0,4,1,0,0,3,26,0
4282,5,1,5,0,6,8,4,4,0,0,0,2,33,0
4283,2,4,15,2,2,12,5,2,0,0,0,3,39,0
4284,5,4,11,2,2,8,0,4,1,0,0,1,39,0
4285,3,4,11,2,4,7,3,4,0,0,0,3,39,0
4286,4,4,11,2,2,7,0,4,1,0,1,3,39,1
4287,2,4,11,2,4,1,2,2,0,0,0,3,23,0
4288,3,4,9,3,2,7,0,0,1,0,0,3,39,0
4289,5,0,0,1,0,0,1,4,0,1,0,1,39,0
